overfitting,correct,Q to ask
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/CapGen/Math/patch1-Math-63-CapGen-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/63.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/CapGen/Math/patch4-Math-63-CapGen-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/63.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/CapGen/Math/patch2-Math-80-CapGen-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/80.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/CapGen/Math/patch7-Math-80-CapGen-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/80.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/CapGen/Math/patch2-Math-63-CapGen-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/63.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/CapGen/Math/patch3-Math-63-CapGen-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/63.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/CapGen/Math/patch9-Math-80-CapGen-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/80.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/CapGen/Math/patch4-Math-80-CapGen-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/80.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/CapGen/Math/patch3-Math-80-CapGen-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/80.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/CapGen/Math/patch3-Math-5-CapGen-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/5.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/CapGen/Math/patch6-Math-63-CapGen-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/63.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/CapGen/Math/patch1-Math-85-CapGen-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/85.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/CapGen/Math/patch5-Math-80-CapGen-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/80.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/CapGen/Math/patch7-Math-63-CapGen-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/63.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/CapGen/Math/patch2-Math-5-CapGen-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/5.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/CapGen/Math/patch3-Math-85-CapGen-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/85.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/CapGen/Math/patch8-Math-80-CapGen-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/80.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/CapGen/Math/patch8-Math-63-CapGen-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/63.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/CapGen/Math/patch2-Math-85-CapGen-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/85.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/CapGen/Math/patch5-Math-63-CapGen-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/63.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/CapGen/Math/patch6-Math-80-CapGen-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/80.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/CapGen/Math/patch1-Math-80-CapGen-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/80.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/HDRepair/Math/patch1-Math-50-HDRepair.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/50.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/HDRepair/Math/patch1-Math-85-HDRepair.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/85.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/HDRepair/Math/patch1-Math-82-HDRepair.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/82.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/SOFix/Math/patch2-Math-2-SOFix-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/2.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/SOFix/Math/patch1-Math-2-SOFix-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/2.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/Jaid/Lang/patch2-Lang-51-Jaid-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Lang/patches/51.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/Jaid/Lang/patch1-Lang-51-Jaid-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Lang/patches/51.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/Jaid/Lang/patch2-Lang-55-Jaid-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Lang/patches/55.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/Jaid/Lang/patch3-Lang-51-Jaid-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Lang/patches/51.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/Jaid/Lang/patch2-Lang-61-Jaid-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Lang/patches/61.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/Jaid/Lang/patch1-Lang-61-Jaid-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Lang/patches/61.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/Jaid/Lang/patch3-Lang-55-Jaid-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Lang/patches/55.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/Jaid/Lang/patch2-Lang-45-Jaid-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Lang/patches/45.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/Jaid/Lang/patch1-Lang-45-Jaid-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Lang/patches/45.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/Jaid/Lang/patch1-Lang-55-Jaid-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Lang/patches/55.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/Jaid/Math/patch1-Math-82-Jaid-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/82.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/Jaid/Math/patch1-Math-32-Jaid-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/32.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/Jaid/Math/patch1-Math-85-Jaid-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/85.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/Jaid/Math/patch1-Math-80-Jaid-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/80.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/Jaid/Math/patch2-Math-53-Jaid-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/53.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/Jaid/Math/patch4-Math-82-Jaid-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/82.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/Jaid/Math/patch3-Math-53-Jaid-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/53.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/Jaid/Math/patch3-Math-50-Jaid-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/50.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/Jaid/Math/patch3-Math-82-Jaid-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/82.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/Jaid/Math/patch1-Math-50-Jaid-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/50.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/Jaid/Math/patch2-Math-80-Jaid-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/80.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/Jaid/Math/patch4-Math-85-Jaid-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/85.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/Jaid/Math/patch2-Math-85-Jaid-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/85.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/Jaid/Math/patch1-Math-53-Jaid-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/53.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/Jaid/Math/patch3-Math-85-Jaid-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/85.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/Jaid/Math/patch2-Math-82-Jaid-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/82.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/Jaid/Math/patch3-Math-80-Jaid-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/80.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/Jaid/Closure/patch1-Closure-62-Jaid-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Closure/patches/62.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/Jaid/Closure/patch2-Closure-33-Jaid-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Closure/patches/33.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/Jaid/Closure/patch1-Closure-33-Jaid-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Closure/patches/33.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/Jaid/Closure/patch1-Closure-63-Jaid-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Closure/patches/63.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/Jaid/Chart/patch3-Chart-9-Jaid-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Chart/patches/9.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/Jaid/Chart/patch2-Chart-1-Jaid-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Chart/patches/1.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/Jaid/Chart/patch2-Chart-9-Jaid-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Chart/patches/9.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/Jaid/Chart/patch2-Chart-26-Jaid-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Chart/patches/26.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/Jaid/Chart/patch1-Chart-9-Jaid-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Chart/patches/9.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/Jaid/Chart/patch1-Chart-1-Jaid-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Chart/patches/1.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/Jaid/Chart/patch1-Chart-26-Jaid-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Chart/patches/26.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/Jaid/Chart/patch3-Chart-1-Jaid-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Chart/patches/1.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/SimFix/Lang/patch1-Lang-45-SimFix-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Lang/patches/45.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/SimFix/Lang/patch1-Lang-44-SimFix-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Lang/patches/44.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/SimFix/Lang/patch1-Lang-63-SimFix-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Lang/patches/63.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/SimFix/Math/patch1-Math-81-SimFix-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/81.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/SimFix/Math/patch1-Math-80-SimFix-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/80.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/SimFix/Math/patch1-Math-8-SimFix-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/8.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/SimFix/Math/patch1-Math-85-SimFix-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/85.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/SimFix/Math/patch1-Math-28-SimFix-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/28.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/SimFix/Math/patch1-Math-6-SimFix-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/6.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/SimFix/Math/patch1-Math-82-SimFix-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/82.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/SimFix/Math/patch1-Math-88-SimFix-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/88.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/SimFix/Math/patch1-Math-73-SimFix-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/73.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/ssFix/Lang/patch1-Lang-27-ssFix-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Lang/patches/27.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/ssFix/Math/patch1-Math-20-ssFix-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/20.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/ssFix/Math/patch1-Math-30-ssFix-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/30.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/ssFix/Math/patch1-Math-57-ssFix-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/57.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/ssFix/Math/patch1-Math-8-ssFix-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/8.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/ssFix/Math/patch1-Math-28-ssFix-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/28.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/ssFix/Math/patch1-Math-79-ssFix-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/79.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/ssFix/Closure/patch1-Closure-115-ssFix-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Closure/patches/115.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/ssFix/Chart/patch1-Chart-1-ssFix-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Chart/patches/1.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/JGenProg2015/Math/patch1-Math-2-JGenProg2015-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/2.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/JGenProg2015/Math/patch1-Math-49-JGenProg2015-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/49.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/JGenProg2015/Time/patch1-Time-4-JGenProg2015-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Time/patches/4.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/JGenProg2015/Chart/patch1-Chart-15-JGenProg2015-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Chart/patches/15.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/JGenProg2015/Chart/patch1-Chart-7-JGenProg2015-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Chart/patches/7.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/JGenProg2015/Chart/patch6-Chart-13-Arja-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Chart/patches/13.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/JGenProg2015/Chart/patch1-Chart-5-JGenProg2015-plausible.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Chart/patches/5.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/DeepRepair/Lang/patch1-Lang-27-DeepRepair.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Lang/patches/27.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/DeepRepair/Math/patch1-Math-49-DeepRepair.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/49.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/DeepRepair/Math/patch1-Math-28-DeepRepair.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/28.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/DeepRepair/Math/patch1-Math-53-DeepRepair.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/53.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/DeepRepair/Math/patch1-Math-81-DeepRepair.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/81.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/DeepRepair/Chart/patch1-Chart-1-DeepRepair.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Chart/patches/1.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/DeepRepair/Chart/patch1-Chart-25-DeepRepair.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Chart/patches/25.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/DeepRepair/Chart/patch1-Chart-5-DeepRepair.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Chart/patches/5.src.patch,
https://github.com/KTH/drr/blob/master/Patches/Doverfitting/DeepRepair/Chart/patch1-Chart-7-DeepRepair.patch,https://github.com/rjust/defects4j/blob/master/framework/projects/Chart/patches/7.src.patch,
DAVID,DAVID,DAVID
https://github.com/ASSERT-KTH/capr/blob/main/output/plausible_patches/Closure_55_SH_8.diff,https://github.com/rjust/defects4j/blob/master/framework/projects/Closure/patches/55.src.patch,is it fixed by adding a check on n.getType() and notNull of n.getFunctionName()
https://github.com/ASSERT-KTH/capr/blob/main/output/plausible_patches/Closure_122_SH_20.diff,https://github.com/rjust/defects4j/blob/master/framework/projects/Closure/patches/122.src.patch,".. checking for literals ‘/*’, ‘*/’, ‘@’"
https://github.com/ASSERT-KTH/capr/blob/main/output/plausible_patches/Lang_59_SH_27.diff,https://github.com/rjust/defects4j/blob/master/framework/projects/Lang/patches/59.src.patch,.. replacing strLen with width
https://github.com/ASSERT-KTH/capr/blob/main/output/plausible_patches/Time_4_SL_9.diff,https://github.com/rjust/defects4j/blob/master/framework/projects/Time/patches/4.src.patch,.. removing iChronology param
https://github.com/ASSERT-KTH/capr/blob/main/output/plausible_patches/Math_89_SF_52.diff,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/89.src.patch,.. checking if v instanceof Comparable
https://github.com/ASSERT-KTH/capr/blob/main/output/plausible_patches/Time_19_SH_25.diff,https://github.com/rjust/defects4j/blob/master/framework/projects/Time/patches/19.src.patch,.. changing check on offsetLocal and adding a check on offsetAdjusted
https://github.com/ASSERT-KTH/capr/blob/main/output/plausible_patches/Lang_57_SL_69.diff,https://github.com/rjust/defects4j/blob/master/framework/projects/Lang/patches/57.src.patch,.. adding a null and empty check on cAvailableLocalSet
https://github.com/ASSERT-KTH/capr/blob/main/output/plausible_patches/Chart_17_SF_5.diff,https://github.com/rjust/defects4j/blob/master/framework/projects/Chart/patches/17.src.patch,.. checking itemCount >=1
https://github.com/ASSERT-KTH/capr/blob/main/output/plausible_patches/Mockito_28_SF_10.diff,https://github.com/rjust/defects4j/blob/master/framework/projects/Mockito/patches/28.src.patch,.. checking if field is already set with the same type
https://github.com/ASSERT-KTH/capr/blob/main/output/plausible_patches/Lang_16_SL_19.diff,https://github.com/rjust/defects4j/blob/master/framework/projects/Lang/patches/16.src.patch,.. checking lowerCase of str
https://github.com/ASSERT-KTH/capr/blob/main/output/plausible_patches/Closure_22_SF_3.diff,https://github.com/rjust/defects4j/blob/master/framework/projects/Closure/patches/22.src.patch,TOO LONG
https://github.com/ASSERT-KTH/capr/blob/main/output/plausible_patches/Math_28_SF_5.diff,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/28.src.patch,TOO LONG
https://github.com/ASSERT-KTH/capr/blob/main/output/plausible_patches/Closure_168_SH_61.diff,https://github.com/rjust/defects4j/blob/master/framework/projects/Closure/patches/168.src.patch,.. adding isFunctionExpression(n) check
https://github.com/ASSERT-KTH/capr/blob/main/output/plausible_patches/Lang_37_SF_10.diff,https://github.com/rjust/defects4j/blob/master/framework/projects/Lang/patches/37.src.patch,.. adding null check on type1 and type2
https://github.com/ASSERT-KTH/capr/blob/main/output/plausible_patches/Chart_1_SL_39.diff,https://github.com/rjust/defects4j/blob/master/framework/projects/Chart/patches/1.src.patch,.. adding null checks on ….
https://github.com/ASSERT-KTH/capr/blob/main/output/plausible_patches/Math_30_SH_8.diff,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/30.src.patch,.. changing int to double
https://github.com/ASSERT-KTH/capr/blob/main/output/plausible_patches/Time_18_SF_3.diff,https://github.com/rjust/defects4j/blob/master/framework/projects/Time/patches/18.src.patch,TOO LONG
https://github.com/ASSERT-KTH/capr/blob/main/output/plausible_patches/Math_41_SF_2.diff,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/41.src.patch,TOO LONG
https://github.com/ASSERT-KTH/capr/blob/main/output/plausible_patches/Math_5_SF_20.diff,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/5.src.patch,TOO LONG
https://github.com/ASSERT-KTH/capr/blob/main/output/plausible_patches/Math_33_SL_7.diff,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/33.src.patch,.. comparing entry with epsilon
https://github.com/ASSERT-KTH/capr/blob/main/output/plausible_patches/Closure_70_SL_14.diff,https://github.com/rjust/defects4j/blob/master/framework/projects/Closure/patches/70.src.patch,.. adding new arguments and null checking on jsDocParameter
https://github.com/ASSERT-KTH/capr/blob/main/output/plausible_patches/Math_96_SL_4.diff,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/96.src.patch,.. comparing real with right real and getImaginary with right getImaginary
https://github.com/ASSERT-KTH/capr/blob/main/output/plausible_patches/Closure_152_SH_7.diff,https://github.com/rjust/defects4j/blob/master/framework/projects/Closure/patches/152.src.patch,.. checking type before casting
https://github.com/ASSERT-KTH/capr/blob/main/output/plausible_patches/Mockito_29_SL_1.diff,https://github.com/rjust/defects4j/blob/master/framework/projects/Mockito/patches/29.src.patch,.. adding null check on wanted
https://github.com/ASSERT-KTH/capr/blob/main/output/plausible_patches/Math_85_SL_43.diff,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/85.src.patch,.. adding check on numIterations and distance between a and b
https://github.com/ASSERT-KTH/capr/blob/main/output/plausible_patches/Closure_168_SH_21.diff,https://github.com/rjust/defects4j/blob/master/framework/projects/Closure/patches/168.src.patch,.. adding isFunctionExpression(n) check and parent.isScript
https://github.com/ASSERT-KTH/capr/blob/main/output/plausible_patches/Closure_125_SF_20.diff,https://github.com/rjust/defects4j/blob/master/framework/projects/Closure/patches/125.src.patch,TOO LONG
https://github.com/ASSERT-KTH/capr/blob/main/output/plausible_patches/Lang_38_SH_12.diff,https://github.com/rjust/defects4j/blob/master/framework/projects/Lang/patches/38.src.patch,TOO LONG – immediately generating the result if mTimeZoneForced
https://github.com/ASSERT-KTH/capr/blob/main/output/plausible_patches/Math_59_SF_47.diff,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/59.src.patch,TOO LONG
https://github.com/ASSERT-KTH/capr/blob/main/output/plausible_patches/Math_19_SH_17.diff,https://github.com/rjust/defects4j/blob/master/framework/projects/Math/patches/19.src.patch,.. adding a check on boundary ranges and throw exception if …
